"x"
"AURKB"
"BORA"
"CDCA3"
"CDK1"
"FAM111B"
"GTSE1"
"HIST1H4C"
"HJURP"
"NDC80"
"NUF2"
"PCNA"
"SGO2"
"SNHG19"
"SNHG3"
"TFPI"
"TUBA1C"
"UBE2C"
"UNG"
